timestamp,zone,city,raw_query,status_code,number_of_results,new_results,error_message
2026-05-24T17:48:47Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1111 Franklin Blvd, Cambridge, ON N1T 1J3, Canada",200,1,1,
2026-05-24T17:48:47Z,Zone 5 — Woodstock / Oxford County,Kintore,"1111 Gorham St , Newmarket, ON L3Y 8X8, Canada",200,1,1,
2026-05-24T17:48:48Z,Zone 4 — London / Middlesex,Vienna,"1111 Gorham St , Newmarket, ON L3Y 8X8, Canada",200,1,0,
2026-05-24T17:48:49Z,Zone 1 — Windsor / Essex County,Colchester,"1125 Colborne St E , Brantford, ON N3S 0H4, Canada",200,1,1,
2026-05-24T17:48:49Z,Zone 1 — Windsor / Essex County,Essex,"114 Talbot St N , Essex, ON N8M 2C4, Canada",200,1,1,
2026-05-24T17:48:50Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1144 Industrial Rd , Cambridge, ON N3H 4W4, Canada",200,1,1,
2026-05-24T17:48:51Z,Zone 5 — Woodstock / Oxford County,Woodstock,"1147 Dundas St , Woodstock, ON N4S 8W3, Canada",200,1,1,
2026-05-24T17:48:52Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Ayr,"1148 Northumberland St , Ayr, ON N0B 1E0, Canada",200,1,1,
2026-05-24T17:48:52Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"115 Werlich Dr , Cambridge, ON N1T 1N7, Canada",200,1,1,
2026-05-24T17:48:53Z,Zone 2 — Chatham-Kent,Muirkirk,"1150 Northside Rd , Burlington, ON L7M 1W8, Canada",200,1,1,
2026-05-24T17:48:54Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"1151 Victoria St N , Kitchener, ON N2B 3C8, Canada",200,1,1,
2026-05-24T17:48:55Z,Zone 2 — Chatham-Kent,Dealtown,"1155 Algoma Rd , Gloucester, ON K1B 0A1, Canada",200,1,1,
2026-05-24T17:48:55Z,Zone 1 — Windsor / Essex County,Lakeshore,"11555 countyroad42 , Windsor, ON N8N 2M1, Canada",200,1,1,
2026-05-24T17:48:56Z,Zone 1 — Windsor / Essex County,Lakeshore,"1162 Lakeshore Rd 101 RR, Maidstone, ON N0R 1K0, Canada",200,1,0,
2026-05-24T17:48:57Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1165 Franklin Blvd , Cambridge, ON N1R 8E1, Canada",200,1,1,
2026-05-24T17:48:58Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Drayton,"117 Basaltic Rd , Concord, ON L4K 1G4, Canada",200,1,1,
2026-05-24T17:48:58Z,Zone 3 — Sarnia / Lambton County,Sarnia,"1173 Michener Rd , Sarnia, ON N7S 5G5, Canada",200,1,1,
2026-05-24T17:48:59Z,Zone 1 — Windsor / Essex County,Windsor,"1176 Ouellette Ave , Windsor, ON N9A 1C9, Canada",200,1,1,
2026-05-24T17:49:00Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1177 Franklin Blvd , Cambridge, ON N1R 7W4, Canada",200,1,1,
2026-05-24T17:49:00Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1185 Franklin Blvd , Cambridge, ON N1R 7Y5, Canada",200,1,1,
2026-05-24T17:49:01Z,Zone 5 — Woodstock / Oxford County,Tavistock,"12 Baird St N , Bright, ON N0J 1B0, Canada",200,1,1,
2026-05-24T17:49:02Z,Zone 2 — Chatham-Kent,Blenheim,"12 Graham St, Blenheim, ON N0P 1A0, Canada",200,1,1,
2026-05-24T17:49:03Z,Zone 4 — London / Middlesex,St. Thomas,"12 Laing Blvd , St Thomas, ON N5P 4B5, Canada",200,1,1,
2026-05-24T17:49:03Z,Zone 4 — London / Middlesex,Vienna,"12-255 Dundas St E , Waterdown, ON L0R 2M0, Canada",200,1,1,
2026-05-24T17:49:04Z,Zone 3 — Sarnia / Lambton County,Dawn-Euphemia,"120 Saltsman Dr , Cambridge, ON N3H 4R7, Canada",200,1,1,
2026-05-24T17:49:05Z,Zone 2 — Chatham-Kent,Erieau,"120 Saunders Rd , Barrie, ON L4N 9A8, Canada",200,1,1,
2026-05-24T17:49:06Z,Zone 4 — London / Middlesex,Lucan,"1200 Creditstone Rd , Concord, ON L4K 5T2, Canada",200,1,1,
2026-05-24T17:49:06Z,Zone 1 — Windsor / Essex County,Harrow,"1200 Creditstone Rd c, Concord, ON L4K 5T2, Canada",200,1,1,
2026-05-24T17:49:07Z,Zone 4 — London / Middlesex,London,"1225 Wonderland Rd N , London, ON N6G 4X2, Canada",200,1,1,
2026-05-24T17:49:08Z,Zone 1 — Windsor / Essex County,Colchester,"1232 Dillon Rd , Burlington, ON L7M 1N3, Canada",200,1,1,
2026-05-24T17:49:09Z,Zone 5 — Woodstock / Oxford County,Delhi,"124 King St , Delhi, ON N4B 1X8, Canada",200,1,1,
2026-05-24T17:49:09Z,Zone 3 — Sarnia / Lambton County,Brigden,"1240 2nd Ave E , Owen Sound, ON N4K 2J3, Canada",200,1,1,
2026-05-24T17:49:10Z,Zone 2 — Chatham-Kent,Dealtown,"1240 Burloak Dr , Burlington, ON L7L 6C4, Canada",200,1,1,
2026-05-24T17:49:11Z,Zone 3 — Sarnia / Lambton County,Grand Bend,"12417 No 2 Rd , Richmond, BC V7E 6H7, Canada",200,1,1,
2026-05-24T17:49:12Z,Zone 5 — Woodstock / Oxford County,Woodstock,"1249 Seagrave Rd , Woodstock, ON N4T 0A8, Canada",200,1,1,
2026-05-24T17:49:12Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1250 Franklin Blvd , Cambridge, ON N1R 7H8, Canada",200,1,1,
2026-05-24T17:49:13Z,Zone 5 — Woodstock / Oxford County,Burgessville,"1250 Reid St , Richmond Hill, ON L4B 1G3, Canada",200,1,1,
2026-05-24T17:49:14Z,Zone 3 — Sarnia / Lambton County,St. Clair,"1250A Reid St , Richmond Hill, ON L4B 1E9, Canada",200,1,1,
2026-05-24T17:49:14Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Rockwood,"1255 Crestlawn Dr , Mississauga, ON L4W 1A9, Canada",200,1,1,
2026-05-24T17:49:15Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Elmira,"126 Bonnie Crescent, Elmira, ON N3B 3J8, Canada",200,1,1,
2026-05-24T17:49:16Z,Zone 1 — Windsor / Essex County,Anderdon,"126 Richmond St , Amherstburg, ON N9V 1G4, Canada",200,1,1,
2026-05-24T17:49:17Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Centre Wellington,"126 St Andrew St W , Fergus, ON N1M 1N5, Canada",200,1,1,
2026-05-24T17:49:17Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Fergus,"126 St Andrew St W , Fergus, ON N1M 1N5, Canada",200,1,0,
2026-05-24T17:49:18Z,Zone 4 — London / Middlesex,Kerwood,"128 Raglan St S , Renfrew, ON K7V 1P9, Canada",200,1,1,
2026-05-24T17:49:19Z,Zone 3 — Sarnia / Lambton County,Dawn-Euphemia,"1290 Arvin Ave. , Hamilton, ON L8E 0H7, Canada",200,1,1,
2026-05-24T17:49:20Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,New Hamburg,"1291 Nafziger Rd , Baden, ON N3A 3H2, Canada",200,1,1,
2026-05-24T17:49:20Z,Zone 5 — Woodstock / Oxford County,Woodstock,"1299 Commerce Way , Woodstock, ON N4V 0A2, Canada",200,1,1,
2026-05-24T17:49:21Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"130 Birch Ave , Kitchener, ON N2H 4W8, Canada",200,1,1,
2026-05-24T17:49:22Z,Zone 1 — Windsor / Essex County,Anderdon,"130 Industrial Park Rd , Haliburton, ON K0M 1S0, Canada",200,1,1,
2026-05-24T17:49:22Z,Zone 1 — Windsor / Essex County,Belle River,"1303 Essex County Rd 22 , Belle River, ON N0R 1A0, Canada",200,1,1,
2026-05-24T17:49:23Z,Zone 1 — Windsor / Essex County,Belle River,"1303 Essex County Rd 22 , Belle River, ON N8L 0J7, Canada",200,1,0,
2026-05-24T17:49:24Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Centre Wellington,"131 Frank Lambier Ct , Palmerston, ON N0G 2P0, Canada",200,1,1,
2026-05-24T17:49:25Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Palmerston,"131 Frank Lambier Ct , Palmerston, ON N0G 2P0, Canada",200,1,0,
2026-05-24T17:49:25Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"131 Sheldon Dr , Cambridge, ON N1R 6S2, Canada",200,1,1,
2026-05-24T17:49:26Z,Zone 4 — London / Middlesex,Kerwood,"131 Whitmore Rd , Vaughan, ON L4L 6E4, Canada",200,1,1,
2026-05-24T17:49:27Z,Zone 1 — Windsor / Essex County,Tecumseh,"13126 Tecumseh Rd E , Tecumseh, ON N8N 4N6, Canada",200,1,1,
2026-05-24T17:49:27Z,Zone 4 — London / Middlesex,Ilderton,"13187 Ilderton Rd , Ilderton, ON N0M 2A0, Canada",200,1,1,
2026-05-24T17:49:28Z,Zone 4 — London / Middlesex,Ilderton,"13229 Ilderton Rd , Ilderton, ON N0M 2A0, Canada",200,1,1,
2026-05-24T17:49:29Z,Zone 1 — Windsor / Essex County,Tecumseh,"13278 Tecumseh Rd E , Windsor, ON N8N 3T6, Canada",200,1,1,
2026-05-24T17:49:30Z,Zone 4 — London / Middlesex,London,"1352 Trafalgar St , London, ON N5W 1W6, Canada",200,1,1,
2026-05-24T17:49:30Z,Zone 3 — Sarnia / Lambton County,Sarnia,"1355 Confederation St , Sarnia, ON N7S 4T2, Canada",200,1,1,
2026-05-24T17:49:31Z,Zone 3 — Sarnia / Lambton County,Sarnia,"1355 Confederation St 10 , Sarnia, ON N7S 4T2, Canada",200,1,1,
2026-05-24T17:49:32Z,Zone 4 — London / Middlesex,Newbury,"136 Main St W , Norwich, ON N0J 1P0, Canada",200,1,1,
2026-05-24T17:49:33Z,Zone 5 — Woodstock / Oxford County,Otterville,"136 Main St W , Norwich, ON N0J 1P0, Canada",200,1,0,
2026-05-24T17:49:33Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,St. Jacobs,"1365 King St N , St. Jacobs, ON N0B 2N0, Canada",200,1,1,
2026-05-24T17:49:34Z,Zone 3 — Sarnia / Lambton County,Sarnia,"1367 Confederation St , Sarnia, ON N7S 5P1, Canada",200,1,1,
2026-05-24T17:49:35Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,North Dumfries,"1367 Industrial Rd , Cambridge, ON N3H 4W3, Canada",200,1,1,
2026-05-24T17:49:35Z,Zone 3 — Sarnia / Lambton County,Point Edward,"1379 London Rd , Sarnia, ON N7S 1P6, Canada",200,1,0,
2026-05-24T17:49:36Z,Zone 2 — Chatham-Kent,Mitchell's Bay,"139 Herbert St , Mitchell, ON N0K 1N0, Canada",200,1,1,
2026-05-24T17:49:37Z,Zone 2 — Chatham-Kent,Dealtown,"140 Hanlan Rd , Woodbridge, ON L4L 3P6, Canada",200,1,1,
2026-05-24T17:49:38Z,Zone 1 — Windsor / Essex County,Anderdon,"140 Regina Rd , Woodbridge, ON L4L 8N1, Canada",200,1,1,
2026-05-24T17:49:38Z,Zone 5 — Woodstock / Oxford County,Woodstock,"1400 Commerce Way , Woodstock, ON N4V 0A2, Canada",200,1,0,
2026-05-24T17:49:39Z,Zone 4 — London / Middlesex,Kerwood,"1401 Huntingwood Dr , Scarborough, ON M1S 3J1, Canada",200,1,1,
2026-05-24T17:49:40Z,Zone 2 — Chatham-Kent,Erie Beach,"1406 Peach St st , Erie, PA 16501, USA",200,1,1,
2026-05-24T17:49:40Z,Zone 4 — London / Middlesex,Belmont,"14091 Belmont Rd , Belmont, ON N0L 1B0, Canada",200,1,1,
2026-05-24T17:49:41Z,Zone 4 — London / Middlesex,Newbury,"141 Reach St , Uxbridge, ON L9P 1L3, Canada",200,1,1,
2026-05-24T17:49:42Z,Zone 4 — London / Middlesex,Middlesex Centre,"1420 Global Dr , London, ON N6N 0A1, Canada",200,1,1,
2026-05-24T17:49:43Z,Zone 2 — Chatham-Kent,Dresden,"1420 Hwy. South, Dresden, ON N0P 1M0, Canada",200,6,1,
2026-05-24T17:49:43Z,Zone 4 — London / Middlesex,London,"1422 Fanshawe Park Rd W , London, ON N6G 0A4, Canada",200,1,1,
2026-05-24T17:49:44Z,Zone 4 — London / Middlesex,Belmont,"143 Borden Ave, Belmont, ON N0L 1B0, Canada",200,1,0,
2026-05-24T17:49:45Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,St. Jacobs,"1430 , King St N, St. Jacobs, ON N0B 2N0, Canada",200,1,1,
2026-05-24T17:49:46Z,Zone 2 — Chatham-Kent,Dealtown,"1444 Dupont St , Toronto, ON M6P 4H3, Canada",200,1,1,
2026-05-24T17:49:46Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Baden,"1457 Gingerich Rd , Baden, ON N3A 3J7, Canada",200,1,1,
2026-05-24T17:49:47Z,Zone 2 — Chatham-Kent,Tilbury,"147 Queen St N , Tilbury, ON N0P 2L0, Canada",200,1,1,
2026-05-24T17:49:48Z,Zone 4 — London / Middlesex,Bayham,"14719 Dr , Tillsonburg, ON N4G 4G8, Canada",200,12,2,
2026-05-24T17:49:48Z,Zone 5 — Woodstock / Oxford County,Tillsonburg,"14719 Dr , Tillsonburg, ON N4G 4G8, Canada",200,13,0,
2026-05-24T17:49:49Z,Zone 5 — Woodstock / Oxford County,Courtland,"14719 Dr, Tillsonburg, ON N4G 4G8, Canada",200,13,0,
2026-05-24T17:49:50Z,Zone 4 — London / Middlesex,Parkhill,"15 Brownridge Road , Halton Hills, ON L7G 0C6, Canada",200,1,1,
2026-05-24T17:49:51Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"15 Cope Ct , Guelph, ON N1K 0A4, Canada",200,1,1,
2026-05-24T17:49:51Z,Zone 5 — Woodstock / Oxford County,Drumbo,"15 Drive, Callander, ON P0H 1H0, Canada",200,14,14,
